NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(�g),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(�g),Folic_Acid_(�g),Food_Folate_(�g),Folate_DFE_(�g),Choline_Tot_(mg),Vit_B12_(�g),Vit_A_IU,Vit_A_RAE,Retinol_(�g),Alpha_Carot_(�g),Beta_Carot_(�g),Beta_Crypt_(�g),Lycopene_(�g),Lut+Zea_(�g),Vit_E_(mg),Vit_D_�g,Vit_D_IU,Vit_K_(�g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
8484,"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",7.5,342,7.63,1.87,2.63,80.37,10.2,33.04,33,15.25,136,339,546,466,6.36,0.508,,38.6,0,0.63,0.72,8.47,,0.85,339,320,19,563,24.1,2.53,847,253,253,0,3,0,0,118,0.18,2.5,102,0.3,0.424,0.357,0.908,0,59,"1 cup,  (1 NLEA serving)",,,0
8487,"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",1.1,443,4.9,11.48,2.61,79.91,4.7,35.36,338,34.29,38,176,179,462,14.68,,,,25,1.5,1.6,19.64,,1.96,667,648,19,1121,,5.0,1665,500,,0,0,0,0,0,0.97,3.2,130,1.6,1.66,3.52,4.13,0,30,".75 cup,  (1 NLEA serving)",,,0
8491,"CEREALS RTE,MOM'S BEST,HONEY NUT TOASTY O'S",2.5,388,8.6,4.51,4.1,79.84,6.3,30.17,380,3.02,92,315,241,683,0.01,,,,0,0.3,0.1,1.33,,0.01,30,,30,,,0.02,0,,,,,,,,0,0,0,0,0.55,1.05,1.1,0,30,"1 cup,  (1 NLEA serving)",,,0
8493,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",2.5,390,4.51,2.71,2.98,87.3,2.3,44.61,303,27.27,24,61,96,454,11.21,,,,18.2,1.13,1.28,15.14,,1.51,606,587,19,1017,,4.55,1515,,,,,,,,0.03,3,121,0.1,0.73,0.55,0.67,0,33,"1 cup,  (1 NLEA serving)",,,0
8494,"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",3.0,425,3.32,12.06,3.29,78.33,5,32.86,333,30,27,250,157,473,12.5,0.133,,25.3,20,1.25,1.41,16.67,,1.66,667,648,19,1121,16.1,5.0,1667,498,498,0,3,2,0,73,0.43,3.3,133,1.6,1.85,3.92,4.13,0,30,".75 cup,  (1 NLEA serving)",,,0
8500,"CEREALS RTE,MALT-O-MEAL,FRSTD MINI SPOONERS",5.5,354,9.09,1.94,1.66,81.81,10.9,20,29,29.45,100,273,327,18,6.82,0.364,,52,0,0.68,0.76,9.09,,0.91,727,699,28,1216,26.1,2.73,0,0,0,0,0,0,0,184,0.86,0,0,1.6,0.228,0.797,0.721,0,55,"1 cup,  (1 NLEA serving)",,,0
8501,"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",1.2,404,3.9,3.15,1.7,90.1,1,42.6,3,7.62,15,67,76,630,5.99,0.128,0.631,9,1,1.46,2.51,26.5,0.587,2.74,496,492,4,840,3.4,6.9,3630,1090,1090,0,0,0,0,0,1.27,4.9,195,0.2,0.64,2.12,0.258,1,27,.75 cup,,,0
8531,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",3.0,367,7.1,2.9,1.7,85.3,8.1,32.1,27,25.3,51,157,188,452,1.2,0.313,2.469,29.5,66,1.64,1.86,21.9,0.696,2.19,438,419,19,731,18.2,6.6,2344,702,702,0,2,0,0,82,0,3.3,133,1.2,1.4,0.1,0.3,0,32,".75 cup,  (1 NLEA serving)",,,0
8537,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES",3.3,337,11.0,1.5,1.85,81.4,11.8,11.3,29,2.9,75,174,244,291,1.5,,,,0,0.29,0.1,4.2,,0.2,1,,1,,,,6,,,,,,,,0.67,,,,0.3,0.4,0.6,0,50,"1 cup,  (1 NLEA serving)",,,0
8539,"CEREALS RTE,KASHI ORGANIC PROMISE,CINN HARVEST",5.0,336,11.0,1.4,3.6,79,10.7,16.5,25,2.8,,,316,4,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.2,0.2,1.0,0,55,"28 biscuits,  (1 NLEA serving)",,,0
8542,"CEREALS RTE,KELLOGG'S,FRSTD MINI-WHEATS BITE SIZE STRAWB DEL",5.1,352,8.7,1.6,0.5,84.6,10.2,22.7,26,29.5,81,346,342,3,2.7,0.3,,,0,0.68,0.77,9.1,,0.91,364,345,19,606,,2.7,6,,,,,,,,0.67,0,0,,0.4,0.2,0.8,0,55,"25 biscuits,  (1 NLEA serving)",,,0
8544,"CEREALS RTE,POST GREAT GRAINS CRANBERRY ALMOND CRUNCH",6.2,384,8.9,5.9,2.4,76.6,11.1,25.5,40,3.8,89,255,308,214,3.1,0.3,,37,25,0.8,0.9,10.4,,1.0,208,189,19,341,26.9,3.1,1563,467,466,0,5,0,0,127,5.63,2.1,83,2,0.8,3.0,1.7,0,48,".75 cup,  (1 NLEA serving)",,,0
8549,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",4.3,373,9.33,4.14,3.67,78.56,6.3,23.12,366,29.73,90,391,269,488,13.82,,,,0,1.381,1.565,18.416,,1.842,1311,,,,,0.0,38,,,,,,,,0.57,,,,0.77,1.401,1.335,0,32,".75 cup,  (1 NLEA serving)",,,0
8550,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",2.5,397,4.44,4.83,2.31,85.92,2.6,44.31,11,19.78,55,168,186,724,16.36,0.151,,6.5,0.1,1.635,1.846,21.736,0.37,2.179,1537,1518,19,2600,8.6,0.0,148,27,24,18,32,0,0,521,0.42,0,0,1.1,3.081,0.627,0.751,0,26,".75 cup,  (1 NLEA serving)",,,0
8553,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST,STRAWBERRY",2.23,400,6.67,5.23,4.22,81.75,6.7,30,333,15,80,200,200,567,12.5,0.227,,17.8,20,1.25,1.417,16.667,0.684,1.667,667,652,15,1123,22.6,5.0,2500,750,750,0,0,0,0,92,0.33,3.3,133,1.7,1.667,1.667,1.667,0,30,".75 cup,  (1 NLEA serving)",,,0
8554,"CEREALS RTE,POST SELECTS MAPLE PECAN CRUNCH",3.0,413,8.5,8.7,2.4,77.4,7.4,22.5,39,3.5,85,259,274,239,2.9,0.3,,32.1,0.1,0.7,0.8,9.6,,1.0,192,173,19,314,25,2.9,1442,431,431,0,3,0,0,119,0.99,1.9,77,3.7,1.0,4.4,2.6,0,52,".75 cup,  (1 NLEA serving)",,,0
8560,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",3.65,379,16.79,9.9,2.7,66.9,15,22.2,75,2.8,105,270,620,268,0.6,0.611,3.404,17.5,1,0.07,0.07,0.8,1.311,0.03,43,0,43,43,47.4,0.0,13,1,0,0,8,0,0,143,2.68,0,0,1.7,1.0,4.4,3.7,0,53,".67 Cup,  (1 NLEA serving)",,,0
8567,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",3.0,356,11.8,2.8,1.4,81,11.7,5,41,24,84,271,,448,,,,,0,,,,,,,,,,,,0,0,,,,,,,,,,,0.6,0.6,1.6,0,58,".5 cup,  (1 NLEA serving)",,,0
8571,"CEREALS RTE,NATURE'S PATH,ORGANIC FLAX PLUS,PUMPKIN GRANOLA",3.0,467,11.23,18.33,1.34,66.1,8.4,18.17,51,4.04,40,323,291,74,0.4,0.08,0.12,1.2,0.3,0.12,0.01,0.2,0.1,0.03,15,0,15,15,3.7,0.0,0,0,0,0,0,0,0,143,0.89,0,0,26.2,2.8,4.02,8.55,0,55,".75 cup,  (1 NLEA serving)",,,0
8582,"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",2.3,366,5.6,5.7,3.6,82.8,10.2,21.2,370,30,30,74,198,564,13.9,0.126,,8.5,22.2,1.4,1.6,18.5,,1.852,741,722,19,1246,11.2,5.6,1852,522,515,40,61,0,0,1018,0.93,3.7,148,3,1.0,1.9,2.3,0,27,".75 cup,  (1 NLEA serving)",,,0
8583,"CEREALS RTE,GENERAL MILLS,FRUITY CHEERIOS",2.2,381,5.8,4.59,3.2,84.19,5.9,32.2,370,16.7,30,222,214,501,13.89,0.194,,13.1,55.6,1.39,1.6,18.5,,1.85,741,722,19,1246,17.5,5.59,1852,534,530,25,38,0,0,687,0.79,3.7,148,0.9,0.69,1.79,1.89,0,27,".75 cup,  (1 NLEA serving)",,,0
8587,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K LOFAT GRANOLA",3.5,375,13.1,5.4,3.2,74.8,11.3,18,40,,75,237,225,219,1.6,,,,1,1.0,1.13,13.5,,1.35,269,250,19,444,,4.0,962,,289,,,,,,,1.9,77,,1.1,1.6,1.79,0,52,".5 cup,  (1 NLEA serving)",,,0
8588,"CEREALS RTE,KELLOGG,KELLOGG'S CINNABON CRL",2.5,410,5.69,7.3,1.2,83.3,3.9,41.59,26,15.69,13,57,129,385,5.59,0.091,,10.5,65,1.46,1.59,18.39,,1.83,358,339,19,595,8.1,5.4,1741,500,496,24,39,2,0,650,0.65,4,161,2.3,1.1,3.0,1.39,0,30,"1 cup,  (1 NLEA serving)",,,0
8589,"CEREALS RTE,KASHI GOLEAN CRISP TSTD BERRY CRUMBLE",3.5,368,18.0,8.19,3.59,66.69,15.8,21.7,111,3.59,64,203,418,245,0.6,,,,1,0.14,0.05,0.3,,,,,,,,,17,,,,,,,,,,,,1.1,3.9,2.4,0,51,".75 cup,  (1 NLEA serving)",,,0
8592,"CEREALS RTE,GENERAL MILLS,CHEERIOS,BANANA NUT",2.2,375,5.5,4.0,3.5,84.69,6.1,33.09,357,16.1,57,214,255,533,13.39,0.166,,11,53.6,1.29,1.5,17.89,,1.78,714,695,19,1201,14.7,5.4,1786,506,500,36,54,0,0,811,0.53,3.6,143,1.2,0.69,1.2,1.89,0,28,".75 cup,  (1 NLEA serving)",,,0
8595,"CEREALS RTE,GENERAL MILLS,CINN CHEX",2.31,403,5.0,6.59,3.59,82.4,2.4,26.1,333,27,27,67,126,605,12.5,0.211,,13.8,20,1.29,1.39,16.7,,1.66,667,663,4,1131,12.4,5.0,2500,749,749,0,1,2,0,3,1.51,3.3,133,5.3,0.6,4.3,1.2,0,30,".75 cup,  (1 NLEA serving)",,,0
8596,"CEREALS RTE,GENERAL MILLS,FIBER ONE,CARAMEL DELIGHT",2.75,344,5.8,5.8,2.9,82.69,19.1,20.79,200,28.79,64,200,259,470,7.5,0.252,,23.8,12,0.8,0.89,10.0,,1.0,800,781,19,1347,17.6,3.0,1000,298,297,1,5,0,0,203,1.17,2,80,4.2,1.2,2.09,2.5,0,50,"1 cup,  (1 NLEA serving)",,,0
8598,"CEREALS RTE,GENERAL MILLS,FIBER ONE,HONEY CLUSTERS",2.68,323,7.69,2.59,3.09,83.9,19,17.79,192,31.2,77,192,372,394,14.39,0.35,,35,11.5,1.2,1.6,19.2,,1.92,769,750,19,1294,27.4,2.9,0,0,0,0,0,0,0,255,0.62,0,0,1.2,0.4,0.2,0.69,0,52,"1 cup,  (1 NLEA serving)",,,0
8599,"CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",5.19,317,6.3,2.29,2.9,83.4,17.9,25.6,182,8.19,58,182,423,337,6.8,0.364,,30.5,10.9,1.0,0.8,9.1,,0.9,182,163,19,296,26.6,2.7,0,0,0,0,0,0,0,232,0.58,0,0,1.9,0.4,0.2,0.6,0,55,"1 cup,  (1 NLEA serving)",,,0
8602,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN",3.0,375,7.5,6.0,2.2,81.2,10.3,24,30,27,67,191,267,650,1.5,0.312,2.675,29.2,70,1.75,1.98,23.3,0.638,2.33,467,448,19,781,18.7,7.0,2500,750,750,0,0,0,0,85,0.44,3.3,133,0.9,0.7,2.8,2.1,0,30,".75 cup,  (1 NLEA serving)",,,0
8603,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K BLUEBERRY",3.5,363,6.9,1.5,1.8,86.3,8.6,26.7,18,27,55,164,204,481,1.3,0.338,,25.9,70,1.75,1.98,23.3,,2.33,467,448,19,781,16.8,7.0,2500,745,744,2,11,2,0,140,0,3.3,133,5.3,0.4,0.1,0.5,0,30,".75 cup,  (1 NLEA serving)",,,0
8608,"CEREALS RTE,KASHI BERRY BLOSSOM",2.5,322,7.5,3.0,3.9,83.09,18.9,23.39,35,3.2,87,188,250,419,1.6,,,,6,0.28,0.15,3.2,,0.07,11,0,11,11,,,85,,,,,,,,,,,,0.4,0.89,1.39,0,30,".75 cup,  (1 NLEA serving)",,,0
8610,"CEREALS RTE,KASHI HONEY SUNSHINE",2.5,332,7.8,4.09,3.59,82,17.9,20.29,29,3,79,171,269,446,1.39,0.201,,19.2,0,0.31,0.15,3.2,,0.03,15,0,15,15,15.5,0.0,113,6,0,33,51,0,0,512,44.22,0,0,2.4,0.6,1.1,1.5,0,30,".75 cup,  (1 NLEA serving)",,,0
8613,"CEREALS RTE,KELLOGG'S SPL K MULTIGRAIN OATS & HONEY",3.5,362,7.8,1.8,1.9,85,8.6,26.4,18,27.9,78,230,241,494,1.9,,,,72,1.81,2.05,24.1,,2.4,483,464,19,808,,7.2,2586,,,,,,,,0,3.5,138,,0.4,0.5,0.9,0,29,".666 cup,  (1 NLEA serving)",,,0
8615,"CEREALS RTE,KELLOGG'S CRUNCHY NUT GOLDEN HONEY NUT FLAKES",2.5,385,6.7,3.9,4.1,83.3,2.4,33.5,20,14.5,24,62,137,442,0.6,,,,20,1.21,1.37,16.1,,1.61,323,295,28,530,,4.8,1667,,,,,,,,,3.3,133,,0.6,2.8,0.4,0,31,".75 cup,  (1 NLEA serving)",,,0
8617,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS BITE SZ BLUEB MUFFIN",5.0,352,8.6,1.6,0.2,84.8,10.2,22.7,26,29.5,81,346,341,5,2.7,,,,0,0.68,0.77,9.1,,0.91,364,345,19,606,,2.7,15,,,,,,,,0.67,,,,0.4,0.2,0.8,0,55,"25 biscuits,  (1 NLEA serving)",,,0
8625,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S HALLOWEEN CRUNCH",2.48,402,4.41,5.66,2.27,85.14,2.5,43.82,11,19.6,54,167,185,719,15.42,,,,0.1,1.6,1.8,20.56,,2.12,1615,,,,,0.0,147,,,,,,,,0.42,,,,3.115,1.359,0.805,0,26,".75 cup,  (1 NLEA serving)",,,0
8627,"CEREALS RTE,QUAKER,NAT GRANOLA APPL CRANBERRY ALMOND",3.21,418,9.21,11.06,1.79,74.73,9.9,27.43,98,2.47,106,334,444,47,2.44,,,,3.1,0.34,0.26,1.98,,0.193,31,,31,,,0.14,19,,,,,,,,1.63,,,,1.13,6.39,3.0,2,49,".5 cup,  (1 NLEA serving)",,,0
8629,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S OOPS! ALL BERRIES CRL",2.5,395,4.6,3.99,1.81,87.1,2.6,44.18,11,21.57,56,170,189,637,17.98,,,,0.4,1.798,2.036,23.961,,2.395,1353,,,,,0.0,150,,,,,,,,0.63,,,,2.291,0.593,0.764,0,32,"1 cup,  (1 NLEA serving)",,,0
8634,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER TOAST CRUNCH",2.59,410,8.19,9.8,3.2,76.19,5.5,27.1,323,14.5,52,194,264,452,14.5,,,,19.4,1.2,1.39,16.1,,1.61,323,,,,,4.8,1613,,,,,,,,,3.2,129,,1.79,5.0,2.59,0,31,".75 cup,  (1 NLEA serving)",,,0
8637,"CEREALS RTE,GENERAL MILLS,OAT CLUSTER CHEERIOS CRUNCH",2.6,378,8.5,4.6,3.5,80.7,7,27.9,296,16.7,59,222,285,489,13.9,0.282,,21.1,22.2,1.4,1.6,18.5,,1.852,593,574,19,994,28.3,5.6,1852,554,554,2,3,0,0,148,0.31,3.7,148,1.4,1.0,1.6,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
8640,"CEREALS,QUAKER,INST OATMEAL ORGANIC,REG",8.8,367,16.0,6.3,1.9,67,9.8,1,52,4.2,148,474,350,4,3.07,,,,0,0.73,0.14,0.78,,0.12,32,,32,,,0.0,0,,,,,,,,0.47,,,,1.11,1.98,2.3,0,41,1 packet,,,0
8643,"CEREALS RTE,GENERAL MILLS,HONEY KIX",2.37,364,6.4,3.9,3.8,83,8.3,18.2,455,38.2,49,182,212,582,18.2,0.12,,13.1,27.3,2.29,2.29,21.2,0.0,2.72,849,830,19,1429,16.4,6.4,3030,868,860,49,74,0,0,1097,0,4.5,182,0.2,0.535,1.002,1.5,0,33,"1.25 cup,  (1 NLEA serving)",,,0
8647,"CEREALS RTE,KASHI INDIGO MORNING",3.0,364,7.7,3.4,3.1,82.8,7.1,22.2,,2.6,106,256,289,472,1.8,,,,4,0.32,0.17,3.0,,0.52,23,0,23,23,,,209,,,,,,,,0.67,,,,0.6,1.0,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
8648,"CEREALS RTE,KASHI SIMPLY MAIZE",3.0,371,7.8,3.4,2.5,83.3,6.1,22.1,,2.6,105,259,254,415,1.8,,,,,0.32,0.17,3.0,,0.52,16,0,16,16,,,,,,,,,,,,,,,0.6,1.0,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
8649,"CEREALS RTE,KASHI GOLEAN CRISP CINN CRUMBLE",3.5,362,22.1,8.19,3.59,62.59,16.8,18.6,135,4.59,73,228,514,246,0.6,,,,1,0.11,0.03,0.2,,,,,,,,,22,,,,,,,,,,,,1.29,3.5,2.4,0,51,".75 cup,  (1 NLEA serving)",,,0
8653,"CEREALS RTE,KELLOGG'S RICE KRISPIES,GLUTEN FREE",3.6,371,7.8,2.3,3.4,82.4,2.7,3.7,10,30,149,292,280,614,2.1,,,,50,1.25,1.42,16.7,,1.67,667,663,4,1131,,5.0,4167,,,,,,,,11.25,5,200,,0.5,0.8,0.8,0,30,"1 cup,  (1 NLEA serving)",,,0
8655,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,PECAN BUNCHES",2.9,399,7.0,5.4,2.7,82,5.2,21.9,19,15.5,36,140,177,483,1.0,0.14,,17.3,0.2,1.3,1.5,17.2,,1.7,690,671,19,1159,18.6,5.2,2586,748,743,32,50,0,0,787,0.5,3.4,138,1.4,0.7,2.7,1.7,0,29,".75 cup,  (1 NLEA serving)",,,0
8656,"CEREALS RTE,NATURE'S PATH,ORGANIC FLAX PLUS FLAKES",3.4,350,11.91,5.46,3.52,75.27,16.6,12.25,55,5.89,28,460,501,458,0.31,0.09,0.18,1.8,0,0.13,0.01,0.22,0.07,0.03,6,0,6,6,5.7,0.0,1,0,0,0,0,0,0,210,1.27,0,0,0.3,0.62,0.9,3.01,0,30,".75 cup,  (1 NLEA serving)",,,0
8657,"CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL",3.59,333,7.41,3.7,1.3,84,18.5,18.52,70,1.33,107,126,315,704,1.28,0.301,,16.7,55.6,0.111,0.068,1.9,,0.243,19,0,19,19,14.9,0.0,0,0,0,0,0,0,0,775,0.89,0,0,0.7,0.0,2.237,1.066,0,27,".75 cup,  (1 NLEA serving)",,,0
8660,"CEREALS RTE,KELLOGG'S APPL JACKS W/ MARSHMALLOWS",2.5,378,4.3,2.8,0.8,89.6,7.4,51.1,10,16.1,23,61,90,381,5.4,,,,54,1.34,1.52,17.9,,1.79,357,338,19,594,,5.4,1786,,,,,,,,,3.6,143,,1.5,0.4,0.7,0,28,"1 cup,  (1 NLEA serving)",,,0
8661,"CEREALS RTE,KELLOGG'S CINN JACKS",2.29,397,5.9,7.8,1,83,9,33.9,20,16.1,43,96,155,451,5.4,,,,54,1.34,1.51,17.89,,1.78,357,338,19,594,,5.0,1786,,,,,,,,,3.6,143,,1.29,3.29,2.7,0,28,"1 cup,  (1 NLEA serving)",,,0
8662,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ REAL STRAWBERRIES",2.9,399,6.7,4.9,2.2,83.3,5.4,24,26,26.1,46,139,219,410,1.0,0.2,,,15.6,1.2,1.4,16.1,,1.7,323,304,19,535,,4.8,2419,,,,,,,,,3.2,129,,0.6,2.5,1.5,0,31,".75 cup,  (1 NLEA serving)",,,0
8663,"CEREALS RTE,KASHI ORGANIC PROMISE,BERRY FRUITFUL",8.5,318,10.7,1.3,3.3,76.2,10.5,14.6,29,3,106,242,312,5,2.2,,,,0,0.32,0.1,4.6,,0.25,,,,,,0.0,13,,,,,,,,0.67,0,0,,0.2,0.2,0.5,0,55,"29 biscuits,  (1 NLEA serving)",,,0
8665,"CEREALS RTE,POST HONEY BUNCHES OF OATS W/ CINN BUNCHES",2.8,400,7.1,5.0,2.3,82.8,5.8,20.4,36,28,46,145,184,464,1.0,0.2,,,0.4,1.3,1.4,16.7,,1.7,667,,,,,5.0,2500,,,,,,,,,3.3,133,,0.6,2.5,1.5,0,30,".75 cup,  (1 NLEA serving)",,,0
8666,"CEREALS RTE,GENERAL MILLS,CINN BURST CHEERIOS",2.2,375,6.3,6.09,3,83.2,9.4,28.1,313,25.29,50,125,328,375,11.69,,,,46.9,1.2,1.29,15.6,,1.56,625,,,,,4.69,1563,,,,,,,,,3.1,125,,0.7,3.09,1.6,0,32,"1 cup,  (1 NLEA serving)",,,0
8668,"CEREALS RTE,GENERAL MILLS,FIBER ONE,NUTTY CLUSTERS & ALMONDS",2.79,348,7.9,6.8,3,79.5,18.2,22.1,182,8.19,58,182,385,378,6.8,,,,10.9,0.69,0.8,9.1,,0.9,182,,,,,2.7,0,,,,,,,,,0,0,,0.69,3.3,1.7,0,55,"1 cup,  (1 NLEA serving)",,,0
8670,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS,MEDLEY CRUNCH",2.7,387,9.1,5.4,3.29,79.5,7.5,29.1,323,14.5,103,258,345,385,12.1,,,,19.4,1.2,1.39,16.1,,1.61,645,,,,,4.8,1613,,,,,,,,,3.2,129,,0.89,2.29,1.89,0,30,".75 cup,  (1 NLEA serving)",,,0
8673,"CEREALS,RTE,MALT-O-MEAL,BLUEBERRY MINI SPOONERS",4.4,350,8.81,1.92,5.47,79.4,10.3,18.44,33,29.45,73,331,327,2,6.81,,,,0,1.1,0.99,14.06,,1.33,,,,848,,3.05,0,,,,,,,,0.67,0,0,0,0.4,0.2,0.85,0,55,"1 cup,  (1 NLEA serving)",,,0
8674,"CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY",3.0,396,6.78,4.17,1.11,84.94,5,21.62,23,27,27,133,200,515,12.5,,,,20,1.25,1.41,16.67,,1.66,667,648,19,1121,,5.0,1667,,,,,,,,0.2,3.3,133,0.4,0.5,1.66,0.92,0,30,".75 cup,  (1 NLEA serving)",,,0
8675,"CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY & ALMONDS",3.1,379,7.8,4.88,6.96,77.26,6.1,20.26,33,41.38,61,204,240,453,17.87,,,,29.6,2.09,1.99,23.51,,2.69,667,648,19,1121,,7.55,1876,,,,,,,,1.37,3.6,144,0,0.62,2.25,1.35,0,30,".75 cup,  (1 NLEA serving)",,,0
8676,"CEREALS RTE,MALT-O-MEAL,HONEY NUT SCOOTERS",2.5,387,8.59,4.51,4.78,79.62,6.3,29.97,333,30,92,318,241,695,12.5,,,,20,1.25,1.41,16.67,,1.66,667,648,19,1121,,5.0,1667,,,,,,,,0,3.3,133,0,0.63,1.11,1.32,0,30,"1 cup,  (1 NLEA serving)",,,0
8677,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS TOUCH FRUIT MDL,RASP",6.3,342,8.8,1.8,1,82.1,10.6,17.8,33,29.5,83,359,352,17,2.7,,,,0,0.68,0.77,9.1,,0.91,364,,,,,2.7,6,,,,,,,,0.67,,,,0.5,0.3,0.9,0,55,"24 biscuits,  (1 NLEA serving)",,,0
8678,"CEREALS RTE,GENERAL MILLS,APPL CINN CHEX",2.2,408,4.69,6.45,3.29,82.8,2,26,323,29,26,129,162,614,12.1,,,,19.4,1.2,1.39,16.1,,1.61,645,,,,,4.8,1613,,,,,,,,,3.2,129,,,4.59,1.5,0,31,".75 cup,  (1 NLEA serving)",,,0
8679,"CEREALS RTE,GENERAL MILLS,FRSTD TOAST CRUNCH",2.29,410,5.19,10.1,3.79,78.59,4.9,29.2,333,15,27,133,169,565,12.5,,,,20,1.29,1.39,16.7,,1.66,333,,,,,5.0,1667,,,,,,,,,3.3,133,,1.0,6.69,2.2,0,30,".75 cup,  (1 NLEA serving)",,,0
8681,"CEREALS RTE,CASCADIAN FARM,CINN CRUNCH",2.09,407,5.69,8.5,2.09,81.59,11,31,0,2.7,0,148,237,380,0.0,,,,0,0.1,0.0,1.5,,0.0,0,,0,,,0.0,0,,,,,,,,,0,0,,1.0,5.7,1.5,0,27,".75 cup,  (1 NLEA serving)",,,0
8682,"CEREALS RTE,GENERAL MILLS,MULTI GRAIN CHEERIOS,PNUT BUTTER",2.0,390,6.8,6.19,3.09,82,6,32.5,357,28.89,57,214,297,447,13.39,,,,21.4,1.29,1.5,17.89,,1.78,714,,,,,5.4,1786,,,,,,,,,3.6,143,,0.89,2.7,2.29,0,28,".75 cup,  (1 NLEA serving)",,,0
8684,"CEREALS RTE,CASCADIAN FARM,HONEY NUT O'S",2.5,371,8.3,3.29,2.7,83.09,8.5,24.79,67,2.4,53,200,250,572,1.0,,,,0,0.2,0.0,1.29,,0.0,0,,0,,,0.0,0,,,,,,,,,0,0,,0.6,1.3,1.0,0,30,"1 cup,  (1 NLEA serving)",,,0
8687,"CEREALS,QUAKER,WEIGHT CONTROL INST OATMEAL,BANANA BREAD",9.04,361,16.5,6.16,3.88,64.42,12.6,1.29,243,8.78,117,396,327,619,2.6,,,,0.1,0.735,0.865,10.177,,1.018,204,,,,,0.0,2544,,,,,,,,0.55,,,,1.188,2.185,1.807,1,45,"1 packet,  (1 NLEA serving)",,,0
8688,"CEREALS,QUAKER,INST OATMEAL,CINN SWIRL,HI FIBER",7.52,366,8.79,4.8,3.22,75.67,22.3,14.7,278,9.41,91,306,256,473,2.04,,,,0.2,0.762,1.058,12.448,,1.241,249,,,,,0.0,3112,,,,,,,,0.43,,,,0.926,1.713,1.416,0,45,"1 packet,  (1 NLEA serving)",,,0
8694,"CEREALS,QUAKER,INST OATMEAL,WEIGHT CONTROL,CINN",9.09,361,16.5,6.28,3.93,64.21,13,1.27,245,8.84,119,402,334,618,2.65,,,,0.1,0.741,0.87,10.871,,1.025,205,,,,,0.0,2558,,,,,,,,0.56,,,,1.207,2.224,1.839,1,45,"1 packet,  (1 NLEA serving)",,,0
8695,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD MINI-WHEATS,LITTLE BITES",4.8,351,9.19,1.7,1.05,83.4,10.8,20.2,30,28.89,77,343,371,2,2.7,,,,0,0.67,0.75,8.89,,0.88,357,338,19,594,,2.7,0,,,,,,,,,,,,0.3,0.2,1.2,0,56,"1 Cup,  (1 NLEA serving)",,,0
